id_crime,id_barangay,LAT,LONG,DATE,TIME,id_type
43,404,14.602204096829201,120.98952362056188,2021-11-29,07:32:47,1
44,877,14.579840805781403,121.0095120455354,2022-05-29,02:35:36,6
45,380,14.626289621650036,120.98531327421425,2020-03-08,13:40:51,6
46,535,14.611636101395757,121.0020541121086,2021-04-09,08:58:59,6
47,791,14.577826465550023,121.00640879168289,2022-06-02,07:18:24,3
48,259,14.607337227482432,120.97614556015556,2023-05-30,07:45:49,6
49,261,14.609838952161304,120.98008297582699,2021-10-16,08:54:39,6
50,585,14.60426059518277,121.01322461972178,2022-09-15,09:52:32,4
51,815,14.579928242267084,121.00074990265753,2021-11-14,08:35:27,8
52,419,14.60335307905026,120.99888222655834,2020-06-02,17:27:20,7
53,647,14.59353226571131,120.98466066072591,2020-11-22,18:41:22,1
54,822,14.583925144948378,120.99914814338878,2021-08-01,23:34:51,7
55,638,14.598621003096952,120.9943516203087,2022-11-27,07:39:00,1
56,359,14.62249873471016,120.98033692377071,2023-02-17,07:47:31,5
57,32,14.603572968302453,120.96438120260973,2023-01-18,17:17:41,4
58,356,14.622247697982267,120.98196207642026,2021-10-06,17:50:26,4
59,768,14.570119025954545,121.00359939189795,2023-02-11,17:01:22,2
60,817,14.57907403299658,121.00164320070547,2022-03-30,03:41:51,3
61,648,14.593544684584735,120.98692685326903,2020-02-09,17:34:49,6
62,477,14.61404264177629,120.99214387310849,2021-06-23,08:33:23,3
63,456,14.608921741228636,120.99436321287111,2022-09-21,18:01:03,8
64,94,14.623220623358918,120.96594958217914,2021-07-27,08:14:47,6
65,736,14.574946288165972,120.99613481051856,2020-04-23,06:28:17,1
66,161,14.628019577287063,120.97475560434285,2021-08-30,08:01:11,1
67,182,14.63237576091868,120.9714275572864,2021-09-05,08:33:01,6
68,506,14.616858689229387,120.9950166475651,2021-04-18,21:55:07,5
69,900,14.583621609129946,121.01139963982041,2021-07-06,18:24:58,5
70,501,14.619830092519672,120.9919443657596,2023-03-26,10:02:34,5
71,378,14.628787052298698,120.9845924351766,2022-07-28,16:17:14,2
72,432,14.606379605103863,120.99749388554238,2021-04-03,07:01:29,1
73,19,14.602493149135771,120.96369289399782,2022-12-24,18:24:08,7
74,328,14.609266065464212,120.98084395090237,2022-06-16,08:14:11,5
75,276,14.60101766629038,120.96758031921932,2020-05-29,18:50:57,6
76,810,14.57597934049303,120.9991406525301,2021-10-01,19:08:14,6
77,412,14.600796468037124,120.99464633421404,2020-11-27,17:54:40,5
78,56,14.610552570753573,120.97048914501745,2022-09-02,18:53:33,5
79,202,14.633363008225423,120.97892476096449,2022-06-15,17:43:50,2
80,558,14.610924682539888,121.00667521622574,2023-11-18,07:55:41,5
81,222,14.618817663606821,120.97629036631692,2023-06-29,18:31:15,7
82,153,14.62255163813791,120.9729977376419,2021-10-08,15:52:37,5
83,706,14.569053377989027,120.98981902762372,2023-04-11,07:55:03,3
84,162,14.62705478637928,120.97453885884354,2020-12-08,08:27:15,6
85,635,14.597942787361957,120.99977203111631,2020-10-13,15:23:51,5
86,422,14.60533238994356,121.00249485920702,2021-05-12,17:44:06,1
87,767,14.57147944356276,121.00496550793372,2023-02-12,17:09:54,7
88,801,14.574110435752676,121.00270203670969,2020-12-21,02:31:45,6
89,734,14.57630578669318,120.99701122150806,2022-10-25,07:05:15,7
90,268,14.604043550428013,120.9714300832742,2020-08-26,22:43:42,6
91,263,14.60797172148562,120.97901140191303,2021-07-14,08:01:25,5
92,605,14.595254901718778,121.0202128932594,2020-05-04,18:01:55,6
93,57,14.610718767552452,120.968826117342,2022-03-14,17:38:26,8
94,251,14.614516420760939,120.97764927977691,2020-10-17,07:08:48,7
95,770,14.573177962323562,121.00853917865003,2023-12-13,08:44:39,5
96,133,14.627598546000925,120.96441415212064,2021-12-30,13:12:17,2
97,491,14.615909906798992,120.98958245614534,2020-12-29,17:37:41,3
98,896,14.587213707830832,121.01507249853196,2021-02-16,13:32:41,5
99,587,14.601062000275213,121.014003857869,2022-02-20,23:03:05,3
100,584,14.607533607376862,121.01129535560933,2020-09-20,07:34:07,3
101,291,14.597608275007603,120.97817119766164,2024-02-29,18:17:29,1
102,822,14.583872885798412,120.99921974062335,2020-05-05,11:24:06,6
103,444,14.607631181485251,121.00063282353221,2022-03-31,04:44:53,5
104,178,14.633318122702317,120.9740505551338,2021-01-06,23:21:07,6
105,417,14.604041471644594,120.99995403175632,2022-10-05,14:33:25,4
106,172,14.62777584894703,120.96829967247007,2023-05-11,18:54:16,7
107,893,14.590713223629443,121.02391940391014,2021-08-03,07:03:40,5
108,79,14.616062402349508,120.96528602614087,2020-12-23,17:23:54,6
109,63,14.61195191520093,120.968014774856,2021-07-04,07:20:12,5
110,317,14.611216280658263,120.98532263452104,2022-07-21,07:42:56,5
111,627,14.60083454474247,121.0070750674884,2021-08-21,18:54:43,1
112,551,14.607220524073929,121.00244472400345,2022-01-28,08:15:58,3
113,41,14.608362718722134,120.96262141747793,2021-04-29,17:22:48,1
114,373,14.630163414831992,120.98356790787213,2020-04-03,08:27:56,6
115,593,14.601192441137236,121.01070319965748,2020-10-01,08:09:27,6
116,427,14.603214641328714,121.00453094155526,2020-09-16,15:36:24,7
117,252,14.614374296255377,120.97706707359734,2020-04-23,11:30:07,3
118,199,14.634129073538256,120.97729359996816,2024-04-17,21:04:56,1
119,390,14.599315420768647,120.98959360913418,2023-04-23,23:58:10,4
120,198,14.631098945774374,120.97681793181108,2023-10-06,07:20:43,5
121,800,14.574729156144466,120.99877839935048,2020-07-09,08:34:55,3
122,206,14.630029661381876,120.98045915890924,2022-12-21,16:42:37,5
123,205,14.630148089086367,120.97853242464178,2023-10-28,07:49:13,2
124,534,14.612019757558565,121.00327550369278,2024-04-20,17:51:36,6
125,177,14.634463894615882,120.97289470404282,2021-11-16,17:33:04,8
126,309,14.602155521427267,120.982680477791,2023-12-29,17:29:42,8
127,345,14.619803383993832,120.98383232289669,2020-12-16,07:10:38,4
128,14,14.602412622070949,120.96672019313067,2023-08-04,04:45:28,1
129,786,14.575201417140875,121.00297086513126,2021-03-01,11:42:51,4
130,112,14.617482995190878,120.96246740554933,2022-07-02,07:07:14,1
131,171,14.625927168185202,120.96831095241218,2024-01-28,08:35:54,6
132,742,14.5739294951647,120.99548806886945,2022-10-18,02:29:43,5
133,238,14.609170317372742,120.9754323243129,2020-12-10,12:06:22,2
134,807,14.570430967266564,121.00152194401802,2023-10-14,18:46:46,3
135,757,14.564706067202597,121.00099650759422,2022-07-16,21:13:02,6
136,327,14.612148249889811,120.98088712048958,2021-04-28,08:46:53,8
137,472,14.614223945628162,120.99441914243984,2020-08-25,17:48:07,7
138,426,14.60221373142675,121.00691711609102,2023-08-25,20:49:38,1
139,290,14.599348440332573,120.97751907366842,2021-09-21,19:13:33,5
140,745,14.567712867038455,120.99840621268943,2020-06-25,20:16:30,1
141,803,14.572180458976685,121.00087204746863,2022-01-31,08:00:28,5
142,134,14.629256727221899,120.96572361962257,2021-07-01,23:38:46,3
143,493,14.624881506501632,120.98982998731154,2023-11-01,06:10:18,3
144,7,14.606351001618146,120.96892916659476,2021-02-04,04:12:18,6
145,440,14.608152483853834,120.99894665365503,2020-08-16,08:06:33,6
146,436,14.604998451836519,120.99925019407875,2021-02-12,02:03:29,6
147,338,14.614585743100438,120.98564993659913,2023-03-21,07:50:02,5
148,559,14.610350674360122,121.00682973125855,2021-07-07,08:14:21,5
149,541,14.612334788890509,121.00636964315518,2021-01-10,02:43:09,7
150,81,14.615311223744952,120.96641872661888,2020-09-03,22:47:25,4
151,440,14.608176840624266,120.99907088154013,2021-10-05,18:50:15,8
152,284,14.59784723569487,120.96985254203904,2022-01-22,17:50:10,4
153,388,14.597869904663055,120.98817005695804,2022-06-17,08:44:16,5
154,37,14.607376986108294,120.96212739697683,2024-04-24,17:01:34,5
155,740,14.573163812547287,120.99634880431194,2022-08-16,13:59:00,8
156,823,14.583270669221136,121.00002208294632,2022-08-01,17:18:09,6
157,189,14.636760598471694,120.9807104743453,2023-06-22,08:55:05,4
158,182,14.632334247082701,120.97146506072067,2021-02-03,08:02:47,6
159,216,14.624413609380706,120.97782895285386,2020-10-14,23:27:13,4
160,79,14.616094196791808,120.96522819786408,2021-03-05,14:33:59,5
161,803,14.572141425941044,121.00083691979876,2023-08-12,14:08:43,1
162,655,14.590825976123782,120.97376684260847,2020-12-22,08:50:04,4
163,887,14.583181459367808,121.01723801546613,2023-01-16,07:09:49,3
164,727,14.565940095010022,120.99547952693528,2021-04-11,02:15:02,7
165,795,14.575442856332645,121.00102321070455,2024-05-31,18:19:43,5
166,14,14.602501405223524,120.96678012302642,2021-05-25,18:33:49,8
167,261,14.609857703963606,120.98004098767146,2020-07-21,07:34:48,6
168,25,14.603910052644588,120.96548412550186,2023-07-22,10:27:27,4
169,675,14.577615316610371,120.99019681103732,2020-08-27,07:57:20,5
170,13,14.603085676550528,120.96604099178754,2024-05-05,10:40:45,6
171,705,14.568479695625301,120.98883197406397,2023-08-29,07:32:11,4
172,409,14.602018696088349,120.99713821631958,2022-06-09,18:05:52,6
173,869,14.580374930069672,121.00511204049867,2022-01-17,07:49:33,2
174,276,14.601103394203584,120.9674064801285,2022-06-18,18:45:49,7
175,531,14.61548360918206,121.00238209482859,2021-03-17,18:15:17,6
176,529,14.61425785338592,121.00156040040797,2021-03-09,17:46:08,1
177,20,14.606251748968667,120.95057169984418,2024-05-23,17:56:59,3
178,664,14.585317117262308,120.98770516479357,2023-02-12,07:49:42,5
179,773,14.574389681191326,121.00688909426489,2020-07-18,08:48:03,5
180,201,14.63167269054015,120.97891937577553,2021-07-10,18:05:03,5
181,122,14.614905907677546,120.96403355294755,2024-02-16,08:18:15,2
182,479,14.611025194326833,120.99252036375697,2022-12-28,07:30:36,8
183,188,14.63569286698288,120.98044087248921,2023-11-22,07:57:42,6
184,624,14.590493480295951,121.01914363366421,2023-09-17,07:03:28,3
185,102,14.622983669664153,120.96226408265893,2023-01-21,20:38:36,4
186,581,14.605492324726127,121.01008070300902,2020-12-27,02:09:29,3
187,210,14.625916420274043,120.98254392914279,2022-12-07,03:47:25,8
188,642,14.595711444183614,120.99278667947542,2022-02-02,17:35:48,2
189,500,14.620694012298873,120.9905027929318,2020-01-12,18:37:01,8
190,3,14.605878276538622,120.96810524508193,2022-01-27,13:46:13,7
191,557,14.610487204069601,121.00781747845079,2023-07-04,16:52:38,5
192,75,14.61338637520953,120.96733935255186,2021-03-01,18:20:43,6
193,699,14.5714431669236,120.9834956016901,2022-07-17,09:19:03,4
194,144,14.631296320026289,120.96962398556109,2024-02-20,22:50:44,5
195,89,14.616433778706877,120.96798220536971,2021-08-04,21:06:50,5
196,151,14.619201195322239,120.9703040730856,2020-04-22,17:03:44,6
197,478,14.612239207806255,120.99256368572415,2020-04-16,17:49:18,3
198,499,14.619042629287167,120.99112967392931,2021-05-20,17:47:36,2
199,33,14.606121119869568,120.96352672213837,2020-03-20,00:50:06,6
200,299,14.60369844002264,120.97846118803794,2023-07-18,11:24:32,3
201,848,14.591754999664952,121.00414257444935,2023-12-09,18:47:50,1
202,101,14.627491495031288,120.96087273133551,2022-01-28,17:38:18,5
203,802,14.573322475515928,121.00199237629522,2021-07-07,16:58:20,2
204,755,14.562932130898206,120.99916391093925,2021-07-23,17:07:33,1
205,820,14.580530008282286,121.00276887214326,2021-04-26,02:08:40,5
206,304,14.603045451827754,120.9814219870982,2022-11-21,07:39:45,6
207,404,14.602238675261475,120.98951959050758,2021-09-02,13:05:02,6
208,472,14.614239479729907,120.994323477951,2023-06-14,05:44:08,6
209,390,14.599464575422168,120.98966671799062,2021-08-28,03:45:00,5
210,903,14.586826050221655,121.00962469501555,2022-11-18,15:32:41,3
211,311,14.60687237316982,120.98467657202063,2020-10-06,16:15:56,6
212,372,14.630719443528813,120.98905693588202,2023-07-18,07:18:54,8
213,321,14.61024485427505,120.9828595184433,2022-12-14,20:50:34,6
214,660,14.587171787058375,120.9843950811362,2021-07-02,21:20:29,7
215,126,14.633289003703531,120.96364109623566,2021-02-24,22:47:49,6
216,775,14.571871465526897,121.00665315758397,2021-06-23,07:24:28,6
217,530,14.615977199946988,121.00098856067217,2022-08-04,13:03:20,3
218,735,14.575044544784628,120.99742024708863,2022-03-08,02:55:34,4
219,607,14.593667991135794,121.02486328705855,2020-07-31,17:19:42,3
220,287,14.599271002968026,120.97419426919174,2021-06-01,22:07:34,6
221,315,14.608392691294835,120.98466769182515,2024-03-11,17:10:59,6
222,896,14.587325835724524,121.01506474060542,2023-06-17,14:41:24,2
223,892,14.5872026363556,121.02105656399442,2023-07-27,17:51:43,7
224,595,14.602575986307233,121.01844333431646,2024-02-18,14:36:55,5
225,631,14.600347467402322,121.00376735144913,2022-08-27,07:13:35,8
226,155,14.621163234744666,120.9741923413629,2020-07-06,09:33:46,1
227,711,14.566707771707,120.99049602876488,2020-08-24,23:29:54,5
228,361,14.619870480150011,120.98074426141841,2024-01-02,19:06:08,3
229,620,14.589963841845192,121.02051648993665,2023-05-05,14:04:42,7
230,7,14.606466883822568,120.96898773250975,2023-06-24,17:58:59,2
231,331,14.614842333098421,120.98117863942117,2023-01-05,06:08:26,7
232,235,14.615115984942337,120.97657815838961,2022-06-10,17:47:32,8
233,875,14.578530280131478,121.01231685985803,2020-09-26,17:37:49,1
234,201,14.631654512455246,120.97896213413202,2022-09-01,18:26:24,2
235,531,14.615542741279063,121.00238684826874,2023-07-15,08:20:32,6
236,453,14.60980961977008,120.99631918683667,2023-10-18,07:28:31,3
237,806,14.571312024262065,121.00258035722455,2021-01-16,09:58:04,3
238,235,14.615136167231334,120.97650139288089,2021-10-29,17:13:28,2
239,217,14.624912816479435,120.97551973263025,2021-05-28,06:19:03,5
240,305,14.602367745759315,120.98033729034495,2021-05-24,08:50:42,3
241,577,14.607833814975077,121.00433512919922,2023-12-13,07:30:42,8
242,758,14.56545899721542,121.00186628473777,2024-04-02,07:14:44,5
243,620,14.590006163605741,121.02062302966614,2020-08-05,07:12:42,3
244,890,14.584969677228964,121.01606178004405,2022-01-26,07:17:19,6
245,159,14.619480699067976,120.97437434630857,2020-09-26,08:11:35,6
246,431,14.606621336987697,120.99517635040328,2024-03-05,18:57:54,6
247,318,14.610281265763048,120.98470595414489,2021-12-22,17:06:00,3
248,492,14.623956958705092,120.9903467932809,2021-08-16,10:25:59,1
249,655,14.590883380299362,120.97374353807889,2023-09-05,17:46:25,1
250,196,14.634715619457223,120.98092287426917,2022-11-29,05:58:56,5
251,102,14.623094065620275,120.96238996962994,2021-08-26,07:46:36,6
252,150,14.621017363929074,120.96884831161904,2020-06-20,08:47:50,5
253,71,14.611359613582879,120.96610751276589,2021-11-28,14:19:12,7
254,74,14.61359465739567,120.96639054285802,2020-06-04,10:37:27,6
255,298,14.600285278977521,120.97890338415083,2024-05-30,18:03:58,6
256,465,14.607989791562598,120.98750297242559,2022-04-27,11:35:03,6
257,343,14.615395457229603,120.98813715259494,2020-07-05,01:49:27,2
258,38,14.60552988469679,120.96232006528803,2020-08-17,17:48:43,8
259,315,14.608421240160322,120.98465466394504,2022-08-07,18:19:46,3
260,881,14.576811745787193,121.01304995881189,2021-06-18,08:48:20,3
261,709,14.567814432887872,120.99223904660471,2021-10-11,07:59:44,8
262,81,14.615216951335134,120.96635508039655,2020-03-19,17:53:05,2
263,583,14.608534145861888,121.0099423127378,2023-02-11,21:01:44,3
264,432,14.606354084466217,120.99755743974825,2022-06-25,08:27:00,1
265,133,14.627552391585837,120.96456998946101,2020-02-01,08:38:25,6
266,203,14.628663150211862,120.97819156400293,2021-07-28,04:23:55,5
267,85,14.617384595015746,120.96514681093566,2020-06-06,18:09:07,1
268,378,14.628671997789453,120.98448609509165,2023-09-07,08:06:32,7
269,904,14.585413938012863,121.01125043964093,2022-05-02,17:05:50,8
270,243,14.611516607177153,120.97484342498409,2021-04-18,08:16:08,5
271,141,14.631888116980768,120.96784913984703,2020-08-23,18:15:06,1
272,85,14.61745573708854,120.96518261188683,2020-02-18,14:34:50,7
273,559,14.610398663540527,121.00686776844836,2024-01-14,18:47:07,6
274,181,14.6309695238828,120.97335177842382,2020-09-30,09:11:32,6
275,127,14.634769946894373,120.96470454261691,2022-12-24,07:29:24,3
276,570,14.604265703504216,121.0060125371334,2021-12-27,07:36:35,2
277,156,14.61814200420029,120.97252604792126,2020-07-06,18:48:53,3
278,671,14.581870900071756,120.99315072808459,2023-10-12,17:51:47,6
279,149,14.620945617433682,120.97103974861297,2021-09-28,18:58:31,5
280,660,14.587291233214707,120.98430398956691,2020-12-04,07:53:44,4
281,851,14.584436569671896,121.00183645677268,2020-09-16,14:03:47,8
282,123,14.610375688548881,120.9602764960069,2023-04-16,04:26:17,6
283,719,14.562172957821893,120.99028105518121,2021-07-06,18:53:44,6
284,135,14.634095925928822,120.96968282016306,2020-01-05,17:47:58,5
285,898,14.587649998289288,121.01257467909858,2022-02-18,04:14:32,6
286,214,14.62584682222372,120.97606822952258,2020-02-04,08:39:03,6
287,447,14.608645240130482,120.99731702058406,2024-01-23,07:31:32,6
288,761,14.565575644182333,120.99921874117689,2023-08-15,17:48:45,1
289,534,14.612167596543086,121.00318714112716,2023-09-02,00:57:54,7
290,519,14.616490907945861,120.99690221594707,2020-08-09,08:00:39,1
291,727,14.565877753455727,120.99555283526202,2023-05-06,08:25:12,6
292,335,14.6070068659946,120.9815142799484,2023-07-22,08:32:48,5
293,80,14.615354711593346,120.9653824542299,2023-07-31,17:16:20,3
294,123,14.610409454766781,120.96024979564451,2021-01-05,18:35:37,6
295,194,14.63514705935298,120.97872193158791,2023-12-30,10:54:52,1
296,655,14.590723886803001,120.97376520672009,2020-01-28,07:35:59,4
297,610,14.593125449563614,121.01829325674376,2022-01-26,05:44:41,1
298,494,14.62215602222452,120.99236318060933,2024-04-14,03:05:49,1
299,699,14.571469458787774,120.98345601121996,2020-04-11,11:38:16,5
300,672,14.583239063433794,120.9918850545241,2021-08-09,17:10:35,5
301,599,14.599692749752437,121.01792653282625,2022-06-26,17:32:30,3
302,638,14.598723325424205,120.99431525470841,2022-09-14,13:34:34,6
303,819,14.580129092181863,121.00407872442423,2023-02-14,17:05:25,5
304,756,14.563961801208448,121.00006992522967,2022-04-12,18:10:17,4
305,537,14.613963941139062,121.00359472943227,2022-08-01,12:00:09,5
306,122,14.614986709487582,120.9640792123796,2021-06-17,07:25:20,5
307,583,14.608660234963056,121.0099531479791,2022-09-13,03:42:26,4
308,752,14.567876075948215,120.99994230161974,2023-07-26,09:22:38,2
309,10,14.606216691923333,120.97040604385332,2024-03-24,18:40:38,1
310,9,14.607101371738842,120.9699659203743,2023-10-30,17:14:24,6
311,661,14.588142575095624,120.98800760977647,2020-04-06,18:32:34,4
312,869,14.580485343826595,121.00515643232842,2020-04-29,07:06:48,6
313,127,14.63476330413248,120.96471826714142,2021-06-21,02:48:13,6
314,311,14.606966427556797,120.98470132175382,2021-09-10,02:37:02,3
315,612,14.593869772108416,121.0214299404565,2020-10-09,17:14:19,4
316,897,14.587461085808687,121.01777026878611,2021-05-17,08:37:33,5
317,185,14.62933247912729,120.97506930161211,2023-01-04,23:41:24,6
318,719,14.56221674933664,120.99024458621736,2022-02-28,17:51:06,3
319,457,14.607519862904915,120.99272654603679,2021-02-07,19:14:12,1
320,375,14.629199820197393,120.9833945695971,2022-12-02,07:35:46,6
321,682,14.580708475238213,120.9985920905933,2021-10-11,02:46:04,6
322,1,14.604353353672813,120.96698685120073,2023-07-21,18:36:59,5
323,714,14.569116242610015,120.99102737484951,2023-04-30,08:39:40,4
324,374,14.630534704137638,120.98225174174003,2021-01-13,08:46:21,6
325,207,14.6280669502514,120.9810237315316,2021-04-13,13:24:47,8
326,189,14.636708144472724,120.98080813243831,2021-12-29,18:49:40,6
327,607,14.593660222788463,121.02478299009009,2023-01-24,17:50:55,2
328,320,14.611449197084223,120.98342353523532,2021-04-01,09:13:56,5
329,857,14.585876236528513,121.0037708355268,2021-10-07,18:58:06,6
330,481,14.61274592172438,120.99068154666332,2023-09-28,13:15:57,5
331,577,14.607847358844069,121.00437365906413,2023-09-07,17:23:03,3
332,313,14.60459049395836,120.98041598909256,2021-02-08,13:55:50,5
333,522,14.612641291653421,120.99846006422143,2021-12-05,07:51:30,2
334,495,14.623096813004294,120.99116372871492,2021-07-18,18:27:28,6
335,504,14.615613730787311,120.99606753543648,2023-08-21,18:27:04,6
336,372,14.630678844798572,120.98919233480784,2023-02-03,18:04:17,6
337,86,14.61705756887051,120.96964947417536,2020-03-29,00:03:07,6
338,158,14.620818775327216,120.97257511650531,2022-03-22,17:28:13,5
339,601,14.5980290722777,121.02268046171987,2021-06-12,03:47:47,2
340,546,14.6078876495648,121.002857298052,2020-05-07,13:21:13,5
341,128,14.632445156340461,120.95247846414843,2022-10-28,10:18:40,8
342,723,14.57113394417901,120.9931370913085,2023-09-07,07:38:03,6
343,248,14.609944020386033,120.97437272782237,2022-07-21,17:00:00,6
344,213,14.624796991930026,120.97666098281022,2022-12-01,04:41:24,7
345,398,14.605666303735562,120.99147206905592,2022-06-15,18:33:19,5
346,233,14.61769876548323,120.97603738389503,2021-02-09,14:57:58,4
347,769,14.568932358144345,121.00251151751682,2020-04-02,17:44:53,3
348,759,14.56686516028239,121.0017770112765,2023-02-05,16:55:30,2
349,327,14.61202566748713,120.98086783333036,2023-04-26,12:01:47,8
350,168,14.626207361985854,120.97023043207176,2021-06-11,08:52:43,5
351,530,14.61600225938377,121.000897660245,2020-03-03,08:23:08,5
352,361,14.61980566508333,120.98073937393565,2020-01-08,08:24:40,5
353,611,14.595300620482245,121.01644903450278,2023-11-17,17:19:31,5
354,677,14.583292271565936,120.99406453987577,2024-05-15,08:53:21,5
355,562,14.60969391056424,121.00618135189393,2020-04-06,18:55:40,3
356,262,14.609076901200455,120.97867531507491,2021-04-08,17:26:48,7
357,417,14.604096045570977,120.99984670128244,2023-02-09,01:52:51,3
358,253,14.614534597484338,120.97803512132087,2020-06-03,01:34:11,3
359,383,14.597124793479505,120.9846731182276,2020-03-15,07:14:03,4
360,202,14.633312447880192,120.97896321125182,2021-12-25,17:16:20,5
361,508,14.617759822843754,120.99398638489892,2020-03-29,07:37:45,6
362,480,14.613456204318773,120.99129285800679,2023-03-28,17:47:21,5
363,220,14.624030729616003,120.98097432645488,2022-02-13,18:26:23,5
364,295,14.602971444911274,120.97691609167723,2021-01-30,13:52:32,7
365,331,14.61482668793901,120.9810231851406,2020-01-02,18:28:19,6
366,517,14.615377954523247,120.99782250077878,2020-10-15,17:52:34,1
367,236,14.615416915358573,120.97494752136693,2020-10-06,07:11:36,6
368,87,14.617322235135292,120.9683188727392,2023-03-14,07:26:46,6
369,195,14.634249174843557,120.9790686346888,2023-10-30,18:48:01,8
370,588,14.600753317184227,121.01591468803431,2020-06-07,18:15:08,8
371,667,14.57833917267258,120.97967421677586,2024-01-17,07:33:57,6
372,576,14.605347318377587,121.00413250100256,2020-06-02,02:07:13,2
373,582,14.60914351370764,121.01075852390248,2023-01-24,03:09:30,1
374,442,14.609704817730748,120.99858211721623,2024-05-28,06:32:15,1
375,422,14.605368783994997,121.00249755929102,2022-08-29,17:01:08,7
376,312,14.606260508383853,120.98273214000385,2024-06-15,08:10:55,3
377,384,14.59589325693842,120.98410092428733,2021-10-21,02:39:16,2
378,462,14.60587711272568,120.98736671632238,2020-11-16,02:14:41,3
379,1,14.604449120069514,120.96687197013479,2021-10-28,08:42:07,7
380,475,14.612733245729302,120.9945439391563,2020-03-30,22:18:52,4
381,868,14.584650132299958,121.00424057158493,2022-01-04,12:08:37,3
382,430,14.60609019696178,120.99457548057168,2024-02-14,18:42:16,5
383,824,14.58219242666425,120.9991541711831,2022-12-07,03:31:38,5
384,462,14.605968319404463,120.98729851796365,2020-08-13,11:38:00,6
385,127,14.634853377939747,120.9646435980031,2021-01-04,07:28:51,3
386,768,14.570070533961244,121.00353808472678,2022-06-03,08:58:28,5
387,593,14.60113908037734,121.0108973195794,2023-01-23,07:07:16,2
388,722,14.572226569371587,120.9938294609908,2023-11-20,07:02:19,6
389,772,14.573950312924607,121.006373881222,2023-12-30,13:16:23,3
390,856,14.587810943346895,121.00251699181621,2022-02-03,17:23:33,5
391,852,14.583722789672791,121.00103074065194,2021-11-30,18:36:44,5
392,134,14.629273669050438,120.9656656509238,2021-05-11,07:28:59,6
393,189,14.636848120013248,120.98074559092197,2021-06-04,17:52:43,5
394,51,14.610710302031206,120.9719029045161,2023-01-11,15:00:50,2
395,798,14.573705262247907,121.00045084970286,2020-12-26,07:04:39,4
396,112,14.617374044119387,120.9623067605851,2023-09-22,07:29:52,8
397,370,14.62479837224062,120.98725449294854,2024-01-22,07:43:00,5
398,689,14.573632373235288,120.99280821904614,2024-06-02,14:21:03,6
